make;model;version;doors;gross_price;nett_price;hp
Opel;Combo;L1H1 1.6D 73kW S/S Innovation 2.4T;4;28996;18099;99
Opel;Combo;L2H1 1.6D 73kW S/S Innovation 2.4T;4;30583;19099;99
Opel;Combo;L1H1 1.6D 73kW S/S Innovation;4;28679;17899;99
Volkswagen;up!;1.0 50kW EcoFuel Move up BlueMotion Tech;5;14825;11341;68
Volkswagen;up!;1.0 44kW Take up! BlueMotion Technology;5;11705;7528;60
Renault;Captur;Energy TCe 90 Limited;5;22320;13593,39;90
Peugeot;Boxer;2.0 BlueHDi 130 S&S 333 L2H2 Combi;4;52835;28200;130
Toyota;Proace Worker;2.0 D-4D 177pk Professional Automaat;4;48120,5;30150;177
Volkswagen;Golf Sportsvan;1.5 TSI 110kW DSG Highline;5;38720;27256;150
Nissan;NV300;1.6 dCI 120 Optima L1H1 2700;4;57456,6;28160;120
Nissan;NV300;1.6 dCI 120 Acenta L1H1 2700;4;55411,7;26470;120
Opel;Combo;L1H1 1.4 CNG EU6 2.4T Edition;4;25358;16799;120
Opel;Combo;L2H1 1.6 CDTi EU6 88kW S/S 2.4T Sport;4;29215;18249;120
Opel;Combo;L1H1 1.6 CDTi EU6 88kW S/S 2.4T Sport;4;27787;17349;120
Peugeot;Boxer;2.0 BlueHDi 130 330 L1H1 Combi Prem;4;54943;27400;130
Peugeot;Boxer;2.0 BlueHDi 130 330 L1H1 Combi;4;48525;24900;130
Peugeot;Boxer;2.0 BlueHDi 110 330 L1H1 Combi;4;47315;23900;110
Toyota;Hilux;2.4 D-4D-F 4WD Executive Automt Dub Cab;4;76510;35353,72;150
Mazda;Mazda3;SKYACTIV-G 122 Comfort met Bose auto;4;31500;21180;122
Mazda;Mazda3;SKYACTIV-G 122 Comfort met Bose auto;5;31000;20659;122
Peugeot;Boxer;2.0 BlueHDi 160 333 L2H2 Combi;4;55431;29300;163
Peugeot;Boxer;2.0 BlueHDi 160 333 L2H2 Combi Premi;4;60267;31800;163
Peugeot;Boxer;2.0 BlueHDi 160 330 L1H1 Combi Prem;4;56637;28800;163
Peugeot;Boxer;2.0 BlueHDi 130 333 L2H2 Combi Premi;4;58573;30400;130
Peugeot;Boxer;2.0 BlueHDi 130 333 L2H2 Combi;4;53737;27900;130
Toyota;Proace Worker;2.0 D-4D 150pk Professional;4;43200,5;27050;150
Mazda;Mazda3;SKYACTIV-G 122 Comfort met Bose;5;28500;19567;122
Peugeot;208;Blue Lease Active 1.2 PureTech 82;5;18400;12194;82
Peugeot;208;Blue Lease Active 1.5 BlueHDi 100;5;19400;12925;100
Ford;Kuga;Titanium 1.5 EcoBoost 150 pk 2WD;5;36335;19931;150
Renault;Master;L1H1 T28 ENERGY dCi 170 TT STOP & START;4;53916,26;25650;170
Mazda;Mazda3;SKYACTIV-G 122;4;27250;18750;122
Mazda;Mazda3;SKYACTIV-G 122 auto;4;29750;19734;122
Toyota;Hilux Van;2.4 D-4D-F 4WD Professional Xtra Cabine;4;45017,95;28195;150
Citro�n;Jumpy;M BlueHDi 95 Comfort Economy;4;28839;18000;95
Citro�n;Jumpy;XS BlueHDi 150 S&S Business;4;37171;23250;150
Citro�n;Jumpy;XS BlueHDi 120 S&S Business;4;35266;22050;120
Toyota;Landcruiser;2.8 D-4D Executive Auto Std Rf Blind Van;5;87866,95;55195;177
Volkswagen;Golf;2.0 TSI 7-DSG 4Motion R;5;61050;38229;301
Peugeot;208;Allure 1.2 PureTech 110;5;21930;15545;110
Peugeot;208;Allure 1.2 PureTech 82;5;20930;14285;82
Peugeot;208;Active 1.2 PureTech 82;5;19400;13021;82
Peugeot;208;Blue Lease Allure 1.5 BlueHDi 100;5;20400;13751;100
Peugeot;208;Blue Lease Allure 1.2 PureTech 82;5;19400;13021;82
Ford;Fiesta;1.5 TDCi 63kW Trend;5;20500;12975;85
Ford;Fiesta;1.1 63kW Trend;5;16885;10834;86
Renault;Master;L3H1 T35 ENERGY dCi 180 EU6 FWD DC;4;51596,58;32340;180
Renault;Master;L3H1 T35 ENERGY dCi 180 EU6 FWD;2;49692,18;31140;180
Renault;Master;L2H1 T35 ENERGY dCi 180 EU6 FWD;2;51913,98;32540;180
Fiat;Dobl� Cargo;Maxi SX 1.4 L2H1;4;23673;15725;95
Renault;Master;L3H1 T35 ENERGY dCi 180 EU6 FWD;2;49692,18;31140;180
Renault;Master;L2H1 T35 ENERGY dCi 180 EU6 FWD DC;4;50168,28;31440;180
Volkswagen;Golf Sportsvan;1.0 TSI 85kW Highline;5;33630;24024;115
Volkswagen;Golf Sportsvan;1.0 TSI 85kW Comfortline;5;30735;21631;115
Volkswagen;Golf Sportsvan;1.5 TSI 96kW Highline;5;35075;24568;130
Volkswagen;Golf Sportsvan;2.0 TDI 110kW DSG Highline;5;42680;26287;150
Volkswagen;Touran;1.5 TSI DSG 110kW Highline;5;42580;30445;150
Volkswagen;Touran;1.5 TSI DSG 110kW Comfortline;5;38900;27404;150
Opel;Combo;L1H1 1.6D 55kW Selection;3;21855;13599;75
Opel;Combo;L1H1 1.6D 73kW S/S Selection 2.4T;3;23918;14899;99
Suzuki;Vitara;1.0 Boosterjet Select;5;24744;16029,75;112
Suzuki;Vitara;1.0 Boosterjet Comfort;5;21244;13137,19;112
Porsche;Cayenne;2.9 V6 S AUTO;5;131342,18;79658;440
Opel;Karl;1.0 Start/Stop 120 Jaar Edition;5;13499;7927;75
Volkswagen;Touran;2.0 TDI DSG 85kW Highline;5;44485;28322;115
Suzuki;Vitara;1.0 Boosterjet automaat Select;5;26644;16733,88;112
Suzuki;Vitara;1.4 Boosterjet automaat Stijl sunroof;5;32644;21259,5;140
Suzuki;Vitara;1.4 Boosterjet Stijl;5;30144;19409,92;140
Suzuki;Vitara;1.4 Boosterjet AllGrip auto Stijl sunrf;5;35844;22543,8;140
Suzuki;Vitara;1.4 Boosterjet AllGrip Stijl;5;33144;21023,14;140
Volkswagen;Touran;2.0 TDI 110kW Comfortline;5;41715;25489;150
Fiat;Talento;1.6MJ 92kW SX Ecojet L1H2;4;41932;26250;125
Fiat;Talento;1.6MJ 92kW Basis Ecojet L1H2;4;39551;24750;125
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S EAT8 Feel;5;41420;28510;130
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S EAT8 Shine;5;44070;30337;130
Peugeot;2008;Signature 1.2 Puretech 110 EAT6;5;27070;17086;110
Peugeot;2008;Signature 1.2 Puretech 130;5;24630;16260;130
Peugeot;2008;Signature 1.2 Puretech 82;5;22630;15040;82
Citro�n;Grand C4 SpaceTourer;PureTech 130 S&S Origins;5;32780;22996;131
Mercedes-Benz;Sprinter Tourer;316CDI L2H2 7G-tronic Rolst.;3;78651;37550;163
Mercedes-Benz;Sprinter Tourer;316CDI L2H1 7G-tronic;4;78179;37160;163
Honda;Jazz;1.3 I-VTEC Comfort CVT-Automaat;5;21770;14871;102
Honda;Jazz;1.3 I-VTEC Comfort;5;21360;13666;102
Maserati;Levante;3.0 430pk Auto S;5;156169;78194;430
Maserati;Levante;3.0 Diesel Auto;5;121468;62246;275
Kia;Sportage;1.6 Gdi DynamicLine;5;34505;19127,27;132
Fiat;Talento;1.6MJ 70kW SX GVW 2.700 L1H1;4;37171;23250;95
Fiat;Talento;1.6MJ 70kW SX GVW 2.900 L1H1;4;37647;23550;95
Fiat;Talento;1.6MJ 70kW Basis GVW 2.900 L1H1;4;35266;22050;95
Fiat;Talento;1.6MJ 70kW Basis L2H1;4;36060;22550;95
Mercedes-Benz;Sprinter Tourer;314CDI L2H2 Rolstoel;3;74167;34700;143
Mercedes-Benz;Sprinter Tourer;314CDI L3H2 Rolstoel;3;75655;35930;143
Kia;Sportage;1.6 T-Gdi DCT7 AWD GT-Line;5;48505;26442,98;177
Kia;Sportage;1.6 T-Gdi GT-Line;5;44505;23137,19;177
Kia;Stonic;1.0 T-GDi 74 kW ExecutiveLine;5;25185;16177,69;101
Peugeot;308;GTi PureTech 263 S&S;5;44380;28710;262
Kia;Stonic;1.0 T-GDi 74 kW DynamicPlusLine;5;24285;15433,88;101
Citro�n;Grand C4 SpaceTourer;PureTech 130 S&S Business;5;29975;21002;131
Kia;Stonic;1.0 T-GDi 74 kW DynamicLine;5;22685;14111,57;101
Kia;Stonic;1.0 T-GDi 74 kW ComfortLine;5;21185;12980,17;101
Mercedes-Benz;C-Klasse Estate;C 220 d 4MATIC 9G;5;61492;38500;194
Mercedes-Benz;X-Klasse;220 d 4-MATIC PROGRESSIVE;4;92647;41420;163
Suzuki;Vitara;1.4 Boosterjet AllGrip automaat Select;5;31844;19238,02;140
Suzuki;Vitara;1.4 Boosterjet automaat Select;5;28644;17953,72;140
Peugeot;3008;Blue Lease GT-line BlueHDi 130 EAT8;5;44920;31946;130
Peugeot;3008;Blue Lease GT-line BlueHDi 180 EAT8;5;47550;30493;180
Peugeot;3008;Crossway PureTech 130;5;36570;26561;130
Suzuki;Vitara;1.4 Boosterjet Select;5;26644;16517,36;140
Peugeot;3008;Crossway PureTech 130 S&S EAT8;5;39440;29150;130
Toyota;Proace Shuttle;2.0 D-4D 177pk Cool Comfort Automaat (M);4;52145;29521,49;177
Toyota;Proace Shuttle;1.5 D-4D 120pk Cool Comfort (L);4;42405;24971,89;120
Toyota;Proace Shuttle;2.0 D-4D 150pk Cool Comfort (L);4;49025;26942,97;150
Suzuki;Vitara;1.0 Boosterjet automaat Stijl sunroof;5;30644;20039,67;112
Suzuki;Vitara;1.4 Boosterjet AllGrip Stijl sunroof;5;33644;21436,36;140
Peugeot;308 SW;Blue Lease 1.5 BlueHDi 130;5;27370;18653;130
Mercedes-Benz;Sprinter;519CDI L2H2 RWD 3.5t 7G-Tronic VI;4;69489;43614;190
Mercedes-Benz;Sprinter;519CDI L4H3 RWD 3.5t 7G-Tronic VI;4;75530;47421;190
Mercedes-Benz;Sprinter;519CDI L3H3 RWD 3.5t 7G-Tronic VI;4;74292;46641;190
Mercedes-Benz;Sprinter;516CDI L2H2 RWD 3.5t 7G-Tronic VI;4;66775;41904;163
Hyundai;Tucson;1.6 GDI i-Drive;5;32207;17939,01;132
Volkswagen;Touran;1.5 TSI 110kW Comfortline;5;36520;24571;150
Volkswagen;Touran;1.5 TSI 110kW Highline;5;40200;27612;150
Toyota;Proace Worker;1.5 D-4D 102pk Cool Comfort;4;33186,4;20740;102
Toyota;Proace Worker;2.0 D-4D 122pk Professional;4;40820,5;25550;122
Jeep;Renegade Van;2.0 MultiJet Trailhawk AWD A9;5;42897;26858;170
Mercedes-Benz;X-Klasse;250 d 4-MATIC auto PROGRESSIVE;4;98774;43490;190
Peugeot;308;Allure 1.2 Puretech 130;5;28730;21381;130
Peugeot;308;Blue Lease 1.5 BlueHDi 130;5;26370;18195;130
Peugeot;308 SW;Blue Lease Executive 1.5 BlueHDi 130;5;29570;20471;130
Peugeot;308 SW;Blue Lease Executive 1.2 Puretech 110;5;25250;18613;110
Peugeot;308 SW;Allure 1.2 Puretech 130 EAT8;5;32430;23789;130
Peugeot;308 SW;Allure 1.2 Puretech 130;5;29830;22290;130
Peugeot;308 SW;Allure 1.2 Puretech 110;5;28730;21489;110
Peugeot;308 SW;Active 1.2 Puretech 110;5;26310;19489;110
Toyota;Proace Shuttle;2.0 D-4D 150pk Navigator (L);4;50230;27938,84;150
Toyota;Proace Shuttle;1.5 D-4D 120pk Navigator (L);4;43610;25967,77;120
Toyota;Proace Shuttle;2.0 D-4D 177pk Navigator Automaat (M);4;53350;30517,35;177
Mercedes-Benz;Sprinter Tourer;314CDI L2H2 7G-tronic Rolst.;3;76787;36010;143
Mercedes-Benz;Sprinter Tourer;314CDI L2H1 7G-tronic;4;76291;35600;143
Mercedes-Benz;Sprinter Tourer;314CDI L3H2 7G-tronic Rolst.;3;78275;37240;143
Peugeot;308 SW;GT-line 1.2 PureTech 130 EAT8;5;34920;25739;130
Peugeot;308 SW;GT-line 1.2 Puretech 130;5;32320;24240;130
Peugeot;308;GT-line 1.2 Puretech 130;5;31220;23439;130
Peugeot;308 SW;Blue Lease Premium 1.5 BlueHDi 130 EAT8;5;33170;23142;130
Peugeot;308 SW;Blue Lease Premium 1.2 PureTech 130 EAT8;5;29950;21740;130
Fiat;500;1.2 69 Pop;3;15435;9743,8;69
Audi;A1 Sportback;30 TFSI Pro Line S;5;32090;23182;116
Audi;A1 Sportback;30 TFSI S tronic Pro Line S;5;34530;25090;116
Audi;A1 Sportback;30 TFSI S tronic epic;5;31020;22193;116
Audi;A1 Sportback;30 TFSI S tronic Pro Line;5;29520;21059;116
Audi;A1 Sportback;30 TFSI epic;5;28580;20282;116
Mercedes-Benz;Sprinter Tourer;316CDI L3H2 7G-tronic Rolst.;3;80139;38780;163
Audi;A1 Sportback;30 TFSI Pro Line;5;27080;19261;116
Renault;Master;L3H1 T35 ENERGY dCi 180 EU6 FWD DC;4;55246,68;34640;180
Renault;ZOE;R110 Limited (batterijkoop);5;34400;28429,75;108
Renault;ZOE;R110 Limited;5;26500;21900,83;108
Renault;Master;L3H1 T35 ENERGY dCi 180 EU6 FWD;2;53342,28;33440;180
Peugeot;3008;Active PureTech 130;5;33070;23669;130
Peugeot;3008;Access PureTech 130;5;31270;22181;130
Mitsubishi;L200;2.4 DI-D ClearTec Intense;4;45058;28220;181
Suzuki;Vitara;1.4 Boosterjet Stijl sunroof;5;30644;19823,14;140
Peugeot;3008;Blue Lease Premium BlueHDi 130 EAT8;5;43110;30450;130
Peugeot;3008;Blue Lease Premium PureTech 130;5;34540;24883;130
Volkswagen;Touareg;3.0 V6 TDI 170kW Elegance 4Motion Auto;5;87035;48328;231
Jeep;Renegade;1.3T 180pk AT9 4WD Limited;5;38605;20034;180
Ford;Transit Courier;Limited 1.0 Ecoboost;4;19189;12900;100
Ford;Transit Courier;Limited 1.5 TDCi 100 pk;4;24237;15100;100
Renault Trucks;Master;2.3 DCI 3T5 FWD 145EVI L2H1 DC;4;48962;30680;145
Ferrari;812;6.5 V12 Superfast DCT;3;401300;247813;800
Citro�n;Jumpy;XL BlueHDi 120 S&S Comfort Economy;4;33362;20850;120
Citro�n;Jumpy;M BlueHDi 180 S&S EAT6 Business;4;42249;26450;177
Citro�n;Jumpy;M BlueHDi 150 S&S Business;4;38758;24250;150
Citro�n;Jumpy;M BlueHDi 120 S&S Business;4;36853;23050;120
Toyota;Proace Shuttle;1.5 D-4D 120pk Navigator (M);4;42430;25173,55;120
Toyota;Proace Shuttle;1.5 D-4D 102pk Navigator (M);4;43419;24177,68;102
Ford;Fiesta;1.0 EcoBoost 74kW Titanium;5;19885;13746;100
Ford;Fiesta;1.1 52kW Trend;5;16385;10204;70
Toyota;Proace Shuttle;2.0 D-4D 150pk Navigator (M);4;49230;27112,39;150
Toyota;Hilux;2.4 D-4D-F 4WD Professional Aut Dub Cab;4;71110;30890,91;150
Toyota;Hilux;2.4 D-4D-F 4WD Cool Comfort Dubbele Cab;4;64110;26816,53;150
Toyota;Hilux;2.4 D-4D-F 4WD Professional Dubbele Cab;4;66310;29489,26;150
Toyota;Hilux Van;2.4 D-4D-F 4WD Professional Aut Dub Cab;4;53111,95;33295;150
Toyota;Hilux Van;2.4 D-4D-F 4WD Professional Dubbele Cab;4;50889,95;31895;150
Toyota;Hilux Van;2.4 D-4D-F 4WD Cool Comfort Dubbele Cab;4;46763,95;29295;150
Toyota;Hilux Van;2.4 D-4D-F 4WD Cool Comfrt Enkele Cabine;2;38352,95;23995;150
Peugeot;3008;Blue Lease Executive BlueHDi 130;5;37950;25642;130
Peugeot;3008;Blue Lease Executive PureTech 130 EAT8;5;35120;25579;130
Peugeot;3008;Blue Lease Executive PureTech 130;5;32250;22991;130
Peugeot;3008;GT BlueHDi 180 EAT8;5;51440;33708;180
Peugeot;3008;Allure PureTech 130;5;34270;24660;130
Peugeot;3008;Allure PureTech 130 EAT8;5;37140;27249;130
Peugeot;3008;Active PureTech 130 EAT8;5;35940;26257;130
Peugeot;3008;GT-line PureTech 130 S&S;5;36270;26313;130
Toyota;Proace Shuttle;2.0 D-4D 150pk Cool Comfort (M);4;48025;26116,53;150
Toyota;Proace Shuttle;1.5 D-4D 102pk Cool Comfort (C);4;41315;22438,84;102
Toyota;Proace Shuttle;1.5 D-4D 102pk Cool Comfort (M);4;42215;23182,64;102
Toyota;Landcruiser;2.8 D-4D Comfort Auto Std Rf Blnd Vn;5;55809,95;34995;177
Toyota;Landcruiser;2.8 D-4D Comfort High Roof Blind Van;3;51048,95;31995;177
Citro�n;Jumpy;XS BlueHDi 100 S&S;4;37615;20650;100
Peugeot;308;Allure 1.2 Puretech 130 EAT8;5;31330;23205;130
Peugeot;308;Blue Lease Premium 1.2 PureTech 130 EAT8;5;28850;21155;130
Peugeot;308;Blue Lease Premium 1.2 PureTech 130;5;26250;19331;130
Suzuki;Ignis;1.2 Stijl Auto Gear Shift;5;18744;12911,57;90
Suzuki;Ignis;1.2 Select Auto Gear Shift;5;17244;11671,9;90
Suzuki;Ignis;1.2 Comfort;5;14694;9564,46;90
Suzuki;Ignis;1.2 Select;5;16244;10845,45;90
Citro�n;C3 Aircross;BlueHDi 100 Business;5;28820;17552;100
Citro�n;C3 Aircross;PureTech 110 S&S Business;5;24290;16954;110
Citro�n;C3 Aircross;BlueHDi 120 S&S EAT6 Business;5;30820;19205;120
Citro�n;C3;PureTech 110 S&S EAT6 Shine;5;23070;15945;110
Citro�n;Jumpy;XL BlueHDi 180 S&S EAT6 Business DC;4;48200;30200;177
Citro�n;Jumpy;XL BlueHDi 150 S&S Business DC;4;44709;28000;150
Mercedes-Benz;X-Klasse;250 d 4-MATIC auto PURE;4;97346;42310;190
Mercedes-Benz;X-Klasse;220 d 4-MATIC PURE;4;91219;40240;163
Toyota;Proace Shuttle;1.5 D-4D 120pk Cool Comfort (C);4;40380;23479,34;120
Toyota;Proace Shuttle;1.5 D-4D 120pk Cool Comfort (M);4;41225;24177,68;120
Mazda;Mazda3;SKYACTIV-G 122 Comfort met Bose;4;29000;20197;122
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S Shine;5;40310;26685;130
Ford;Fiesta;1.5 TDCi 63kW Titanium;5;22875;14938;85
Mercedes-Benz;C-Klasse Estate;C 180 d;5;46189;31000;122
Volkswagen;Golf Sportsvan;1.6 TDI 85kW Comfortline;5;34765;21377;115
Volkswagen;Golf Sportsvan;1.6 TDI 85kW Highline;5;38330;23780;115
Volkswagen;Golf Sportsvan;1.5 TSI 96kW Comfortline;5;31485;22251;130
Citro�n;Jumpy;XS BlueHDi 120 S&S;4;38167;21650;120
Citro�n;Jumpy;M BlueHDi 120 S&S;4;39377;22650;120
Citro�n;Jumpy;M BlueHDi 100 S&S;4;38825;21650;100
Citro�n;Jumpy;XL BlueHDi 120 S&S;4;41109;23900;120
Peugeot;308;Allure 1.2 Puretech 110;5;27630;20580;110
Peugeot;308;Active 1.2 Puretech 110;5;25310;18663;110
Toyota;Proace Shuttle;2.0 D-4D 177pk Navigator Automaat (L);4;54950;31338,84;177
Citro�n;Jumpy;M BlueHDi 150 S&S Comfort;4;35663;22300;150
Citro�n;Jumpy;M BlueHDi 115 S&S Comfort;4;32965;20600;115
Citro�n;Jumpy;XS BlueHDi 150 S&S Comfort;4;34076;21300;150
Citro�n;Jumpy;XS BlueHDi 120 S&S Comfort;4;32172;20100;120
Citro�n;Jumpy;XS BlueHDi 115 S&S Comfort;4;31378;19600;115
Citro�n;Jumpy;XL BlueHDi 180 S&S EAT6 Club DC;4;45899;28750;177
Citro�n;Jumpy;XL BlueHDi 150 S&S Club DC;4;42408;26550;150
Suzuki;Vitara;1.0 Boosterjet AllGrip automaat Select;5;29644;18563,64;112
Suzuki;Vitara;1.0 Boosterjet AllGrip Select;5;27644;17560,33;112
Renault Trucks;Master;2.3 DCI 3T5 FWD 145EVI L3H1 DC;4;45264;28350;145
Toyota;Proace Long Worker;2.0 D-4D 122pk Cool Comfort;4;37805,5;23650;122
Renault Trucks;Master;2.3 DCI 3T5 FWD 145EVI L2H1;2;41916;26240;145
Renault Trucks;Master;2.3 DCI 3T5 FWD 145EVI L3H1;2;42979;26910;145
Toyota;Proace Long Worker;1.5 D-4D 102pk Cool Comfort;4;35726,4;22340;102
Peugeot;308 SW;Blue Lease Premium 1.2 PureTech 130;5;27350;20240;130
Toyota;Proace Worker;1.5 D-4D 120pk Professional;4;39550,5;24750;120
Peugeot;308;Blue Lease Premium 1.5 BlueHDi 130 EAT8;5;32070;22783;130
Peugeot;308;Blue Lease Executive 1.5 BlueHDi 130;5;28470;19931;130
Toyota;Proace Worker;1.5 D-4D 120pk Cool Comfort;4;34789,5;21750;120
Peugeot;308;Blue Lease Executive 1.2 Puretech 110;5;24150;17704;110
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S Origins;5;38520;25569;130
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S EAT8 Origins;5;41320;28427;130
Citro�n;Grand C4 SpaceTourer;BlueHDi 160 S&S EAT8 Origins;5;43940;27147;160
Ford;Mustang;Fastback 2.3 EcoBoost A10;2;74465;34779;290
Nissan;NV200;1.5dCi 90 PK Optima SSD;4;27008,67;16850;90
Nissan;NV200;1.6 110 PK Optima SSD;4;22802,38;15180;110
Toyota;Proace Dubbele Cabine;2.0 D-4D 150pk Professional;4;48120,5;30150;150
Toyota;Proace Dubbele Cabine;2.0 D-4D 177k Professional Automaat;4;52564,5;32950;177
Toyota;Proace Dubbele Cabine;2.0 D-4D 122pk Cool Comfort;4;41455,5;25950;122
Toyota;Proace Dubbele Cabine;2.0 D-4D 122pk Professional;4;45740,5;28650;122
Volkswagen;Golf;2.0 TSI DSG GTI Performance;5;46450;31310;245
Toyota;Proace Truck;2.0 D-4D 122pk Cool Comfort Platform Cab;2;34789,5;21750;122
Toyota;Proace Long Worker;2.0 D-4D 177pk Professional Automaat;4;49390,5;30950;177
Toyota;Proace Long Worker;2.0 D-4D 150pk Professional;4;44470,5;27850;150
Toyota;Proace Long Worker;2.0 D-4D 122pk Professional;4;42089,5;26350;122
Volkswagen;Touran;2.0 TDI DSG 110kW Highline;5;47775;29591;150
Toyota;RAV4 Van;AWD 2.0 VVT-i Executive Auto;5;51642,5;33350;152
Opel;Karl;1.0 Start/Stop Innovation;5;14999;9167;75
Opel;Karl;1.0 Start/Stop Selection;5;12099;6770;75
Toyota;Proace Shuttle;2.0 D-4D 177pk Cool Comfort Automaat (L);4;53745;30342,97;177
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S Feel;5;37995;25135;130
Citro�n;Grand C4 SpaceTourer;BlueHDi 130 S&S Live;5;35745;23275;130
Mitsubishi;Outlander;PHEV Pure;5;34500;26909;224
Jeep;Renegade;2.0 MultiJet Trailhawk AWD A9;5;57355;23799;170
Ford;Mustang;Convertible 2.3 EcoBoost A10;2;79925;38583;290
Ford;Mustang;Fastback GT 5.0 V8 M6;2;109855;38500;450
Ford;Mustang;Fastback GT 5.0 V8 A10;2;109450;40647;450
Ford;Mustang;Convertible GT 5.0 V8 M6;2;117885;42300;450
Ford;Mustang;Convertible GT 5.0 V8 A10;2;117910;44448;450
Toyota;Hilux Van;2.4 D-4D-F 4WD Cool Comfort Xtra Cabine;4;41526,95;25995;150
Fiat;Fiorino;Basis 1.3 MJ;3;18960;11775;79
Fiat;Fiorino;SX 1.3 MJ;4;21340;13275;79
Suzuki;Vitara;1.4 Boosterjet AllGrip Select;5;29644;18130,58;140
Kia;Sportage;1.6 T-Gdi DCT7 AWD DynamicPlusLine;5;45505;24318,18;177
Kia;Sportage;1.6 T-Gdi DCT7 AWD DynamicLine;5;43505;22665,29;177
Volkswagen;Transporter;2.0TDI 110kW 4Motion L1H1;4;45661;28600;150
Volkswagen;Transporter;2.0TDI 150kW DC 7-DSG L2H1 30;4;55024;34500;204
Volkswagen;Transporter;2.0TDI 150kW DC L2H1 30;4;51850;32500;204
Volkswagen;Transporter;2.0TDI 110kW L2;2;44074;27600;150
Volkswagen;Transporter;2.0TDI 110kW L2;2;41535;26000;150
Volkswagen;Transporter;2.0TDI 110kW L1;2;42804;26800;150
Volkswagen;Transporter;2.0TDI 110kW L1;2;40265;25200;150
Volkswagen;Transporter;2.0TDI 110kW DC L2;4;47089;29500;150
Volkswagen;Transporter;2.0TDI 110kW DC L2;4;44550;27900;150
Volkswagen;Transporter;2.0TDI 75kW L2;2;40741;25500;102
Volkswagen;Transporter;2.0TDI 75kW L2;2;38202;23900;102
Mercedes-Benz;Sprinter Tourer;314CDI L3H2 7G-Tronic;4;79873;38560;143
Mercedes-Benz;Sprinter Tourer;316CDI L3H2 7G-Tronic;4;81760;40120;163
Renault;Master;L3H3 T35 ENERGY dCi 180 QS EU6 FWD;4;56357,58;35340;180
Kia;Sportage;1.6 T-Gdi DCT7 GT-PlusLine;5;49505;31701,65;177
Kia;Sportage;1.6 T-Gdi DCT7 GT-Line;5;46505;29222,31;177
Renault;Master;L2H3 T35 ENERGY dCi 180 QS EU6 FWD;4;54929,28;34440;180
Renault;Master;L2H2 T35 ENERGY dCi 180 QS EU6 FWD;4;53500,98;33540;180
Mercedes-Benz;S-Klasse Coup�;S 450 4MATIC;2;146067;89700;367
Jaguar;XF;2.0d 163 E-Performance Pure AT;4;61795;39726,6;163
Mazda;CX-5;2.0 SKYACTIV-G 6AT 4WD Luxury;5;49300;30291;165
Mazda;CX-5;2.0 SKYACTIV-G 6MT 2WD Comfort;5;36300;22388;165
Mazda;CX-5;2.0 SKYACTIV-G 6MT 2WD CX-5;5;34550;20941;165
Mercedes-Benz;GLC;GLC 220 d 4MATIC;5;66921;43600;194
Mercedes-Benz;GLC;GLC 200 d 4MATIC;5;65227;42200;163
Mazda;CX-5;2.0 SKYACTIV-G 6MT 2WD Luxury;5;41800;27111;165
Mazda;CX-5;2.5 SKYACTIV-G 194 6AT 2WD Luxury;5;47750;28301;194
Mazda;CX-5;2.0 SKYACTIV-G 6AT 2WD Luxury;5;43300;27462;165
Jaguar;E-Pace;P200 2.0 AWD Auto S;5;70105;39330,58;200
Jaguar;E-Pace;P200 2.0 AWD Auto R-Dynamic SE;5;76255;44413,22;200
Jaguar;E-Pace;P200 2.0 AWD Auto R-Dynamic S;5;72605;41396,69;200
Jaguar;E-Pace;P200 2.0 AWD Auto SE;5;73705;42305,79;200
Toyota;Proace Verso Dubbele Cabine;2.0 D-4D 177pk Executive Auto;5;74623,5;46850;177
SsangYong;XLV;Quartz 2WD A/T;5;32949,33;20590;115
SsangYong;XLV;Quartz 4WD A/T;5;35488,53;22190;115
SsangYong;XLV;Sapphire 4WD 6MT;5;38503,83;24090;115
SsangYong;XLV;Sapphire 2WD 6MT;5;35964,63;22490;115
SsangYong;XLV;Sapphire 4WD A/T;5;37392,93;23390;128
SsangYong;XLV;Sapphire 2WD A/T;5;34853,73;21790;128
SsangYong;XLV;Sapphire 2WD 6MT;5;32631,93;20390;128
SsangYong;XLV;Sapphire 2WD A/T;5;38027,73;23790;115
SsangYong;XLV;Sapphire 4WD A/T;5;40725,63;25490;115
SsangYong;XLV;Quartz 4WD 6MT;5;33266,73;20790;115
SsangYong;XLV;Quartz 2WD 6MT;5;30727,53;19190;115
SsangYong;XLV;Quartz 4WD A/T;5;32314,53;20190;128
Jaguar;E-Pace;P200 2.0 AWD Auto R-Dynamic;5;67705;37347,11;200
Jaguar;E-Pace;P200 2.0 AWD Auto HSE;5;78355;46148,76;200
Jaguar;E-Pace;P200 2.0 AWD Auto R-Dynamic HSE;5;80905;48256,2;200
Skoda;Scala;1.0 TSI 85kW Sport Business;5;25165;17244;116
Skoda;Scala;1.5 TSI 110kW Sport Edition DSG;5;29165;20550;150
Peugeot;Boxer;435 L3 165 BlueHDi DC;4;47407;29700;165
